序号,省份,地市,区县,生产经营场所地址,污水处理厂名称,运营单位,排污许可证编号,"设计处理能力
（万吨/日）","2019年实际处理
水量（万吨）"
661,山西省,忻州市,繁峙县,砂河镇西砂河村,"繁峙县砂河污水处理
厂有限公司","繁峙县砂河污水处理
厂有限公司",91140924068016244Y001W,0.7,99.43
662,山西省,忻州市,繁峙县,西义村,"繁峙县污水处理有限
公司","忻州市神达洁源环境
科技集团有限公司",1214072677254397XR001X,1.5,530.29
663,山西省,吕梁市,方山县,圪洞镇建军庄村,方山县污水处理厂,"方山县开拓水处理有
限公司",91141128566327096Y001R,0.6,126.08
664,山西省,太原市,清徐县,"东于镇中高白村307
国道南炭黑路10号","白石河流域水环境综
合治理项目","菲德勒环境生态工程
（苏州）有限公司清
徐分公司",91140121MA0KGX205R001U,1,330.89
665,山西省,临汾市,汾西县,永安镇南沟底村,汾西县污水处理厂,汾西县污水处理厂,91141034662377085L001R,1,161.01
666,山西省,吕梁市,汾阳市,路家庄村南,"汾阳市泓源达水处理
有限公司","汾阳市泓源达水处理
有限公司",91141182MA0KDBP215001U,3,396.69
667,山西省,吕梁市,汾阳市,杏花镇小相村南,"汾阳市杏花镇洁源污
水处理有限公司","汾阳市杏花镇洁源污
水处理有限公司",911411820607318769001X,1.5,367.49
668,山西省,晋城市,高平市,河西镇下庄村,"高平市水务发展有限
公司河西生活污水处
理站","高平市水务发展有限
公司河西生活污水处
理站",9114058108099768X3001Q,0.06,12.11
669,山西省,晋城市,高平市,马村镇康营村,"高平市水务发展有限
公司马村镇生活污水
处理站","高平市水务发展有限
公司马村镇生活污水
处理站",9114058108099768X3002Q,0.09,12.03
670,山西省,太原市,古交市,"河口镇河下村以东，
一步岩以西汾河南岸","古交市第二污水处理
厂","古交市钢源水务有限
公司",91140181MA0GRKFN73001R,2,520.6
671,山西省,临汾市,古县,岳阳镇五马村,古县润民污水处理厂,"古县华菱节能环保科
技有限公司",91141025MA0JR7KE2L001R,1,198.28
672,山西省,大同市,广灵县,"惠花村村南壶流河河
滩","广灵县污水处理管理
站",广灵县城污水处理厂,121402235635642215001Z,1,337.9
673,山西省,晋中市,和顺县,新和路北,"和顺景盛污水处理有
限责任公司","和顺景盛污水处理有
限责任公司",911407237810323975001W,1,210.37
674,山西省,运城市,河津市,阳村乡太阳村东南,河津市污水处理厂,河津市污水处理厂,91140882790200719Q001W,4,958.92
675,山西省,忻州市,河曲县,文笔镇南元村元头湾,"河曲县城南污水处理
厂","河曲县城南污水处理
厂",911409306744926620001Q,1,200.3
676,山西省,临汾市,洪洞县,"广胜寺镇柴村南
150m处",广胜寺镇污水处理厂,"洪洞县广胜寺镇润合
水务有限公司",91141024563585647J001R,1,198
677,山西省,临汾市,洪洞县,大槐树镇常青三村,"洪洞县晟源污水处理
有限公司","洪洞县晟源污水处理
有限公司",91141024674454455L001R,3,1100.31
678,山西省,临汾市,洪洞县,"赵城镇瓦窑头新村西
侧约0.37Km处","洪洞县赵城尧源污水
处理有限责任公司","洪洞县赵城尧源污水
处理厂",91141024056276567E001R,0.5,65
679,山西省,临汾市,侯马市,新田乡南堡村南,"侯马市政通污水处理
有限责任公司","侯马市政通污水处理
有限责任公司",91141081399278599L001R,4,873.44
680,山西省,长治市,壶关县,"城北面南园村与河口
村之间，河口村西南
230米处","壶关县第二污水处理
厂","壶关县第二污水处理
厂",911404277725423284002Q,1,113.55
681,山西省,长治市,壶关县,龙泉镇坛上村西,"壶关县洁城污水处理
有限公司","壶关县洁城污水处理
有限公司",911404277725423284001X,0.75,199.85
682,山西省,朔州市,朔城区,贾庄乡太平窑村东北,"华电水务朔州有限公
司","华电水务朔州有限公
司",91140600MA0GRBHQXA001Z,6,1221.33
683,山西省,朔州市,怀仁市,"海北头乡黎寨村西南
800米处",怀仁市污水处理中心,怀仁市污水处理中心,12140624MB0136426D001V,5,1218.21
684,山西省,大同市,浑源县,永安镇土桥铺村,浑源县污水处理厂,浑源县污水处理厂,12140225692241306K001V,2,660.65
685,山西省,临汾市,霍州市,"煤电集团南矿区辛置
镇","霍州市朝阳污水净化
有限责任公司","霍州煤电集团有限责
任公司物业服务分公
司",911410000730834179001R,3,946.12
686,山西省,临汾市,吉县,吉昌镇霖雨村,吉县污水处理厂,吉县污水处理厂,12140930566336136W001R,0.7,181.39
687,山西省,运城市,稷山县,稷峰镇南阳村南,"稷山联合水务有限公
司","稷山联合水务有限公
司",91140824MA0K7T1B90001Y,3,347.34
688,山西省,运城市,稷山县,翟店镇北吴村,"稷山县明汇污水处理
有限公司","稷山县明汇污水处理
有限公司",91140824588525595D001R,0.6,15.92
689,山西省,运城市,绛县,"城西沁东公路北侧距
柿树林300米处","绛县生活污水处理中
心","绛县生活污水处理中
心",121410315973689581001R,1.5,376.22
690,山西省,吕梁市,交城县,东汾阳村南,交城县污水处理厂,"交城县污水处理厂
（交城县住建局）",91141122330510484G001R,2,418.7
691,山西省,吕梁市,交城县,西营镇西营村,"交城县西营污水处理
厂",交城县西营镇政府,91141122MA0HH6A807001R,0.15,14.6
692,山西省,吕梁市,交口县,水头镇交口村,"交口县清环污水处理
有限责任公司","交口县清环污水处理
有限责任公司",91141130551466683U001R,0.6,138.48
693,山西省,晋中市,介休市,城关镇罗王庄村,"介休市帅达污水处理
有限公司","介休市帅达污水处理
有限公司",91140781561345981X001X,3,1020.54
694,山西省,晋城市,城区,"钟家庄办事处河东社
区南","晋城市正源污水处理
厂","晋城市正源水务发展
有限公司",91140500757267364K001V,12,3739.18
695,山西省,忻州市,静乐县,杜家村镇磨管峪村,"静乐县杜家村污水净
化中心","静乐县杜家村污水净
化中心",12140728573385462D001X,0.25,52.8
696,山西省,忻州市,静乐县,鹅城镇赵王城村南,静乐县污水净化中心,"忻州市神达洁源环境
科技集团有限公司",121407286880885809001Y,0.8,269
697,山西省,忻州市,岢岚县,岚漪镇坪后沟村,"岢岚县污水处理有限
公司","忻州市神达洁源环境
科技集团有限公司",91140929689870910M001U,0.6,166.14
698,山西省,吕梁市,岚县,东村镇天窊村,岚县污水处理厂,岚县污水处理厂,911411276723207364001W,1,345.2
699,山西省,长治市,黎城县,西仵村东309国道旁,"黎城县碧源水环境治
理有限公司",黎城县污水处理中心,121404267435446743001Y,1,267.91
700,山西省,临汾市,尧都区,"尧庙乡郭村（平阳大
桥南侧）",临汾市污水处理厂,"临汾北控水质净化有
限公司",91141000MA0GTADH9C001R,8,2450.23
701,山西省,临汾市,尧都区,金殿镇伍级村,"临汾市河西（第三）
污水处理厂","临汾润宇水务有限公
司",91141000096244674M001R,2,371.39
702,山西省,临汾市,尧都区,段店乡下康村,"临汾市第二污水处理
厂","临汾市第二污水处理
厂",911410006838235748001R,4,487.88
703,山西省,运城市,临猗县,"猗氏镇闾原村南360
米","临猗县第二污水处理
厂","临猗首创水务有限责
任公司",91140821566342421W001Q,4,1194
704,山西省,大同市,灵丘县,"城南塔涧河与唐河交
界处",灵丘县污水处理厂,灵丘县污水处理厂,91140224792247705A001Q,2,495
705,山西省,晋中市,灵石县,"延安村以东、苏溪村
以西、永吉大道与
S221交叉口西北55m
处","灵石县第二污水处理
厂","灵石博世科水务有限
公司",91140729MA0K84Q3X4001Q,1,53.96
706,山西省,晋中市,灵石县,翠峰镇玉成村,"灵石县保净污水处理
有限公司","灵石县中润博水务有
限公司",91140729792215981X001V,1,353.27
707,山西省,晋城市,陵川县,"崇文镇仕图苑社区张
门前村东南","陵川中威污水处理有
限公司","陵川中威污水处理有
限公司",91140524MA0K8N669J001W,0.6,95.84
708,山西省,长治市,潞城区,山水生活区南,"潞城市益民污水处理
有限公司","潞城市益民污水处理
有限公司",91140481MA0JWDAH72001U,2,388
709,山西省,吕梁市,离石区,龙凤南大街碧水路西,"吕梁市城区污水处理
厂","吕梁市城区污水处理
厂",911411007410704875001P,3.5,563.98
710,山西省,吕梁市,柳林县,"李家湾乡梁家会村
（三川河北岸）","吕梁市城区污水处理
厂（二厂）","吕梁市城区污水处理
厂（第二污水处理厂）",911411007410704875002U,9,1020.18
711,山西省,忻州市,宁武县,凤凰镇马家湾村东侧,"宁武县城污水处理有
限公司","忻州市神达洁源环境
科技集团有限公司",91140925678192691R001W,0.8,317
712,山西省,忻州市,宁武县,东寨镇东寨村,"宁武县东寨污水处理
有限公司","宁武县东寨污水处理
有限公司",12140727664465273A001Y,0.125,32.2
713,山西省,忻州市,宁武县,"阳方口工矿镇北
1.4km处","宁武县泓源达水处理
有限公司","宁武县泓源达水处理
有限公司",91140925MA0K7GK474001U,1,59.7
714,山西省,忻州市,偏关县,白地坪,偏关县污水处理厂,"忻州市神达洁源环境
科技集团有限公司",12140734575974199P001Z,0.8,128.9
715,山西省,阳泉市,平定县,冠山镇北磛石村,平定县污水处理中心,"平定中玮水质净化有
限公司",911403216781864276001U,3,890
716,山西省,运城市,平陆县,"城南辛庄村南700米
处","平陆县玺汇水务有限
公司","平陆县玺汇水务有限
公司",91140829MA0GWKG53W001R,1,184.86
717,山西省,长治市,平顺县,平顺县山南底村,"平顺县康溪污水处理
有限公司","平顺县康溪污水处理
有限公司",12140425551486377N001W,1,190.5
718,山西省,晋中市,平遥县,中都乡北良如村,"平遥瑞思污水处理有
限公司","平遥瑞思污水处理有
限公司",91140728748598364T001W,3,674.81
719,山西省,晋中市,祁县,"东观经济开发区朝阳
西街","祁县鸿宇市政东观污
水处理有限公司","祁县鸿宇市政东观污
水处理有限公司",91140727599879006L001X,1.5,274.7
720,山西省,晋中市,祁县,城赵镇九汲村,"祁县鸿宇市政污水处
理有限公司","祁县鸿宇市政污水处
理有限公司",91140727767138750T001Z,2,560.67
721,山西省,晋城市,沁水县,嘉峰镇尉迟村东80m,"沁水嘉美环保科技有
限公司","沁水嘉美环保科技有
限公司",91140521597352585R001Y,1,92.5
722,山西省,晋城市,沁水县,"龙港镇小岭村庙沟东
南","沁水中科久泰环保科
技有限公司","沁水中科久泰环保科
技有限公司",91140521662384824D001U,1,383
723,山西省,长治市,沁县,"沁州南路（原毛坊厂
西侧）","沁县美亚太污水处理
有限公司","沁县美亚太污水处理
有限公司",91140430346851769R001X,0.8,163.76
724,山西省,长治市,沁源县,沁河镇南环路南侧,沁源县净水有限公司,"山东公用同太环保科
技有限公司",911404316942642536001Y,1,331.13
725,山西省,太原市,清徐县,"清源镇吴村道口2号
-1",清徐县污水处理厂,"清徐碧水源水务有限
公司",91140121MA0KA1EF4H001V,3,501.61
726,山西省,临汾市,曲沃县,"乐昌镇东韩村东100
米",曲沃县污水处理厂,"曲沃联合净水有限公
司",91141021MA0H9GDC6M001R,1.6,423.74
727,山西省,运城市,芮城县,西矿南路工业开发区,芮城县污水处理厂,"芮城县中水污水处理
有限公司",91140830MA0JUQ5D72001W,2.5,419.13
728,山西省,长治市,武乡县,"韩北乡下合村东南
310米","武乡县生态环境保护
中心韩北污水处理厂","山东公用同太环保科
技有限公司（韩北污
水处理厂）",913708007242700736002V,0.4,85
729,山西省,长治市,武乡县,蟠龙镇祥良村,"武乡县生态环境保护
中心洪水污水处理厂","山东公用同太环保科
技有限公司（洪水污
水处理厂）",913708007242700736001W,0.8,160
730,山西省,长治市,武乡县,"蟠龙镇上北漳村约
450m","武乡县生态环境保护
中心蟠龙污水处理厂","山东公用同太环保科
技有限公司（蟠龙污
水处理厂）",913708007242700736003Y,0.4,77
731,山西省,晋中市,灵石县,两渡镇,"山西汾西矿业（集团）
有限责任公司灵石公
用事业分公司（两渡
污水处理站）","山西汾西矿业（集团）
有限责任公司灵石公
用事业分公司",91140729346889222N001R,0.3,54.75
732,山西省,晋中市,灵石县,翠峰镇张家庄村西北,"山西汾西矿业（集团）
有限责任公司灵石公
用事业分公司（中盛
煤业污水处理站）","山西汾西矿业（集团）
有限责任公司灵石公
用事业分公司",91140729346889222N002R,0.15,40.15
733,山西省,晋中市,灵石县,南关镇南关村,"山西汾西矿业集团南
关煤业有限责任公司
(污水处理厂）","山西汾西矿业集团南
关煤业有限责任公司
(污水处理厂）",91140000770105079J001R,0.425,90
734,山西省,临汾市,曲沃县,"冶金工业园区西部距
高显镇西上官村约
800米","山西福瑞鑫污水处理
有限公司","山西福瑞鑫污水处理
有限公司",91141000566301961W001R,2,334.31
735,山西省,长治市,屯留区,"李高乡西鸣水村南
（李高乡北宋村北）","屯留县城区污水处理
厂","山西泓源达环境工程
集团有限公司（屯留
县城区污水处理厂）",911400007136745907001W,2,373.5
736,山西省,晋城市,泽州县,"北石店镇刘家川村东
南500米","晋煤集团北石店区新
建污水处理厂","山西晋城无烟煤矿业
集团有限责任公司物
业分公司",91140500678167920H001Y,4,806
737,山西省,朔州市,右玉县,新城镇,"山西京玉发电有限责
任公司右玉污水处理
厂","山西京玉发电有限责
任公司右玉污水处理
厂",91140600678161334N004X,1,292.73
738,山西省,晋城市,泽州县,"巴公镇巴公桥铁路西
一号","山西兰花煤化工有限
责任公司污水处理分
公司","山西兰花煤化工有限
责任公司污水处理分
公司",91140525MA0KA3Y04R001U,3,455.17
