省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
河北省,张家口市,911307016843144802001V,张家口市金川中水开发利用有限公司,污水处理及其再生利用,2022-06-13至2027-06-12,2022-06-13
贵州省,黔西南布依族苗族自治州,115223260096186755001Q,望谟县乐元镇人民政府,污水处理及其再生利用,2024-01-04至2029-01-03,2024-01-04
河南省,濮阳市,91410902MA40MBRB6P001C,濮阳德恒水务有限公司,污水处理及其再生利用,2022-05-28至2027-05-27,2022-05-25
重庆市,市辖区,91500116MAD110D775058Q,重庆环投渝西环境治理有限公司（江津区白沙镇污水处理厂）,污水处理及其再生利用,2022-08-30至2027-08-29,2022-07-19
重庆市,市辖区,91500116MAD110D775057Q,重庆环投渝西环境治理有限公司（江津区先锋镇污水处理厂）,污水处理及其再生利用,2022-08-30至2027-08-29,2022-07-19
广东省,广州市,91440101MA5AM7P70D001Q,广州市净水有限公司猎德分公司,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
黑龙江省,齐齐哈尔市,91230221681443391C001R,龙江县清龙湾污水处理有限公司,污水处理及其再生利用,2023-12-29至2028-12-28,2023-12-29
河南省,安阳市,91410526782212373B003V,滑县第三污水处理厂,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
江西省,九江市,91360430MA38UUYXID001V,博瑞德（九江）水务有限公司（矶山污水处理厂）,污水处理及其再生利用,2022-06-27至2027-06-26,2022-06-09
湖南省,益阳市,91430900MA4L45FL68001U,益阳碧水源水务有限公司,污水处理及其再生利用,2022-08-31至2027-08-30,2022-07-22
北京市,市辖区,91110113MA008NEY0W025R,北京顺政水环境有限公司南彩32街区污水处理站,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
北京市,市辖区,91110113MA008NEY0W002Q,北京顺政水环境有限公司顺义新城温榆河水资源利用工程,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
广东省,梅州市,91441400MA4X1R4F1C037U,大埔粤海环保有限公司（大麻镇污水处理厂）,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
广东省,梅州市,91441400MA4X1R4F1C036Q,大埔粤海环保有限公司（高陂镇（二期）污水处理厂）,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
广东省,茂名市,91440981MA5256A56H005U,高州市广业环保科技有限公司（新垌镇水质净化厂）,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
天津市,市辖区,91120223069852105A001X,天津市润达金源水务有限公司,污水处理及其再生利用,2023-12-08至2028-12-07,2023-12-08
河南省,濮阳市,1141092800565365XP001Q,文留镇污水处理厂,污水处理及其再生利用,2023-02-22至2028-02-21,2023-02-22
贵州省,黔西南布依族苗族自治州,91522324MAAK9J2FXW010Q,晴隆县茶马镇污水处理厂,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
贵州省,黔西南布依族苗族自治州,91522324MAAK9J2FXW011U,晴隆县大厂镇污水处理厂,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
福建省,南平市,91350783749056671M001V,建瓯市城东工业开发建设有限公司,污水处理及其再生利用,2023-06-01至2028-05-31,2023-05-31
贵州省,黔西南布依族苗族自治州,91522324MAAK9J2FXW009U,晴隆县碧痕污水处理厂,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
重庆市,市辖区,91500114MAD0NNR944039Q,重庆环投渝东南环境治理有限公司和顺镇污水处理厂,污水处理及其再生利用,2022-08-20至2027-08-19,2022-08-18
湖南省,岳阳市,91430624MA4PLH2X0Q007U,湘阴中源环保科技有限公司-湘阴县鹤龙湖镇污水处理厂,污水处理及其再生利用,2021-06-22至2026-06-21,2021-06-22
湖南省,岳阳市,91430624MA4PLH2X0Q006Q,湘阴中源环保科技有限公司南湖洲镇污水处理厂,污水处理及其再生利用,2023-10-15至2028-10-14,2023-10-15
广西壮族自治区,贺州市,91451122695373654D001R,钟山县利洁污水净化有限公司,污水处理及其再生利用,2022-03-15至2027-03-14,2022-03-15
云南省,昭通市,91530628343693128B001Q,彝良国润水务有限公司,污水处理及其再生利用,2021-07-06至2026-07-05,2023-11-17
湖北省,恩施土家族苗族自治州,91422801562746007T001V,恩施首创水务有限公司,污水处理及其再生利用,2021-09-18至2026-09-17,2019-07-18
广东省,河源市,12441600684448606L001V,河源市市区城南污水处理厂,污水处理及其再生利用,2022-06-28至2027-06-27,2022-04-13
河南省,南阳市,91411325MA45XU2E8L003Q,内乡县余关镇污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2023-07-27
广东省,河源市,91441625MA53BPM74H001Q,河源市广业环保有限公司东源县县城分公司,污水处理及其再生利用,2023-06-21至2028-06-20,2023-06-21
湖南省,岳阳市,91430624MA4PLH2X0Q005U,湘阴县东塘镇污水处理厂,污水处理及其再生利用,2021-05-17至2026-05-16,2021-05-17
河南省,南阳市,91411325MA45XU2E8L001U,内乡县马山口镇污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2022-11-28
新疆生产建设兵团,第九师,91659030MABKY3HFXE001Q,新疆白杨水务投资有限公司（167团污水处理厂）,污水处理及其再生利用,2024-01-29至2029-01-28,2024-01-29
江苏省,淮安市,91320829MACXG8WP6H001V,江苏泽源水务有限公司,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
湖北省,黄石市,91420281MA48AUE312001V,大冶博华水务有限公司(保安镇污水处理厂）,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
贵州省,黔西南布依族苗族自治州,91522324MAAK9J2FXW008Q,晴隆县光照镇污水处理厂,污水处理及其再生利用,2024-03-12至2029-03-11,2024-03-12
广东省,云浮市,91445381MA52W1MU01004U,罗定市云水环保有限公司（苹塘镇生活污水处理厂）,污水处理及其再生利用,2024-03-08至2029-03-07,2024-03-08
贵州省,贵安新区,915209000738910944004Q,贵州贵安水务有限公司南部污水处理厂,污水处理及其再生利用,2022-01-05至2027-01-04,2022-01-05
河南省,濮阳市,91410928MA9GMRAB5J002Q,濮阳县渠村乡污水处理厂,污水处理及其再生利用,2023-05-15至2028-05-14,2023-05-15
贵州省,黔西南布依族苗族自治州,91522324MAAK9J2FXW007U,晴隆县花贡污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
河南省,南阳市,91411330419206470J001Z,桐柏县城区水务管理公司污水净化处理中心,污水处理及其再生利用,2022-06-14至2027-06-13,2022-05-13
江苏省,南京市,91320117MA1ML0FF1U001X,南京溧水秦源污水处理有限公司洪蓝污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
江苏省,南京市,91320117MA1ML0EY0J001X,南京溧水秦源污水处理有限公司白马污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
山西省,临汾市,91141030566303772J001R,大宁县新昕污水处理有限公司,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
云南省,昭通市,115321287571915664015U,镇雄县住房和城乡建设局(镇雄县母享镇集镇污水处理厂),污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
云南省,昭通市,115321287571915664014Q,镇雄县住房和城乡建设局(镇雄县芒部镇集镇污水处理厂),污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
河南省,安阳市,91410526MA9H0J1C5C001Q,滑县长青水务服务有限公司,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
河南省,开封市,91410222396563239X001Z,通许县北控水质净化有限公司,污水处理及其再生利用,2023-10-20至2028-10-19,2023-10-20
辽宁省,沈阳市,91210106MA0YKE4Q3J001V,沈阳华晨汽车装备有限公司,污水处理及其再生利用,2022-10-14至2027-10-13,2022-10-14
重庆市,县,91500233060514724D001U,重庆市通旺投资发展有限公司（忠县电竞小镇污水处理厂）,污水处理及其再生利用,2023-04-06至2028-04-05,2023-04-06
内蒙古自治区,乌海市,91150302328976138D002K,内蒙古蒙水乌海环保科技有限公司,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
河南省,南阳市,91411325MA46XDUKX6001R,内乡县湍西污水处理厂,污水处理及其再生利用,2022-06-14至2027-06-13,2022-05-10
河南省,南阳市,914113250689444464001U,内乡县湍东污水处理厂,污水处理及其再生利用,2021-08-19至2026-08-18,2021-08-19
浙江省,舟山市,91330921754940402M002V,浙江省岱山开投公用事业发展有限公司（岱山经济开发区新材料产业园污水厂）,污水处理及其再生利用,2022-08-15至2027-08-14,2022-08-15
内蒙古自治区,兴安盟,91152201MABYDL84XM001V,乌兰浩特市成泽水务有限责任公司（中心城区）,污水处理及其再生利用,2022-07-02至2027-07-01,2022-04-24
内蒙古自治区,兴安盟,91152201MABYDL84XM002V,乌兰浩特市成泽水务有限责任公司（经济技术开发区）,污水处理及其再生利用,2022-10-24至2027-10-23,2022-04-24
江苏省,徐州市,91320305MA20X4LW7Q001V,徐州众源污水治理有限公司（潘安湖污水处理厂）,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
陕西省,商洛市,91611002MA70YBWU4N003Q,夜村镇刘一村污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
陕西省,商洛市,91611023MA70YA9G09005Q,试马镇污水处理厂,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
广东省,揭阳市,91445222MA52NCXD2K028Q,揭西县云水清环保有限公司（塔头镇污水处理厂）,污水处理及其再生利用,2023-08-16至2028-08-15,2023-08-16
广东省,河源市,12441623666530067F001Q,连平县生活污水处理厂,污水处理及其再生利用,2022-09-09至2027-09-08,2022-09-05
广东省,清远市,914418026713641205003V,清远市清环环保有限公司(长隆污水项目）,污水处理及其再生利用,2023-11-09至2028-11-08,2023-11-09
内蒙古自治区,锡林郭勒盟,911525301163902071001U,正蓝旗上都给排水有限责任公司,污水处理及其再生利用,2024-03-11至2029-03-10,2024-03-11
湖南省,岳阳市,91430603MABMEXNC8J002V,湖南兴园环保科技有限公司(云溪污水处理厂工业污水处理厂),污水处理及其再生利用,2023-07-24至2028-07-23,2023-07-24
湖南省,岳阳市,91430603MABMEXNC8J001R,湖南兴园环保科技有限公司(云溪污水处理厂市政污水处理厂),污水处理及其再生利用,2022-09-01至2027-08-31,2022-05-18
河南省,商丘市,91411481MA3XBHT2XX001V,永城华方永洁水务有限公司,污水处理及其再生利用,2024-02-02至2029-02-01,2024-02-02
广西壮族自治区,梧州市,11450421007679765W001U,苍梧县六堡镇污水处理厂,污水处理及其再生利用,2024-03-09至2029-03-08,2024-03-09
广西壮族自治区,梧州市,91450400MA5LAU8C0P001V,广西清威实业有限公司,污水处理及其再生利用,2024-03-09至2029-03-08,2024-03-09
广西壮族自治区,梧州市,91450423MA5NC6DT9M002V,蒙山县工业（丝绸）集中区污水处理厂,污水处理及其再生利用,2024-03-09至2029-03-08,2024-03-09
广西壮族自治区,梧州市,91450423708626463K001Z,蒙山县对外经济合作有限公司,污水处理及其再生利用,2024-03-09至2029-03-08,2024-03-09
广西壮族自治区,梧州市,91450481MA5P4J2D1C001V,广西业盛富泰实业投资有限公司,污水处理及其再生利用,2024-03-08至2029-03-07,2024-03-08
辽宁省,沈阳市,91210114794818647G002Q,辽宁蓝城后勤服务有限公司（沈阳地区监狱城污水处理厂）,污水处理及其再生利用,2022-09-19至2027-09-18,2022-09-15
北京市,市辖区,911100001014252864005V,北京城市排水集团有限责任公司五里坨污水处理厂,污水处理及其再生利用,2023-06-12至2028-06-11,2023-06-12
河南省,南阳市,91411330MA475D4L0T001V,桐柏县宣溢污水处理运营有限公司,污水处理及其再生利用,2023-04-21至2028-04-20,2023-01-31
河南省,平顶山市,91410482317445294X001U,汝州市城西庙下污水处理有限公司,污水处理及其再生利用,2022-06-29至2027-06-28,2022-05-16
山东省,德州市,91371426MA3TKX69XX001V,平原县润源水质净化科技有限公司,污水处理及其再生利用,2024-03-08至2029-03-07,2024-03-08
河南省,周口市,91411627769490483X001Q,河南省民生污水处理有限责任公司,污水处理及其再生利用,2024-02-05至2029-02-04,2024-02-05
江西省,吉安市,91360800784144175D001C,吉安新源污水处理有限公司,污水处理及其再生利用,2019-07-05至2024-07-04,2019-07-05
湖北省,宜昌市,91420506MA4F62H12E002Q,湖北三峡生态环境有限公司夷陵分公司鸦鹊岭污水处理厂,污水处理及其再生利用,2022-03-17至2027-03-16,2022-03-17
湖北省,宜昌市,91420506MA4F62H12E007U,夷陵经济开发区污水处理厂（湖北三峡生态环境有限公司夷陵分公司）,污水处理及其再生利用,2022-04-07至2027-04-06,2022-04-07
湖北省,宜昌市,91420506MA4F62H12E017U,龙泉污水处理厂,污水处理及其再生利用,2023-03-16至2028-03-15,2023-03-16
湖北省,宜昌市,91420506MA4F62H12E001U,湖北三峡生态环境有限公司夷陵分公司黄花污水处理厂,污水处理及其再生利用,2022-03-11至2027-03-10,2022-03-11
河南省,郑州市,91410184057240304L001Q,新郑市泽源水务有限公司,污水处理及其再生利用,2021-12-26至2026-12-25,2021-10-13
河南省,许昌市,91411024786202332T001R,鄢陵县环保污水处理厂,污水处理及其再生利用,2022-06-01至2027-05-31,2022-06-01
四川省,雅安市,91511825MA7LWQ0478001Q,天全县始阳镇污水处理厂,污水处理及其再生利用,2023-04-15至2028-04-14,2023-02-08
广西壮族自治区,柳州市,91450200729770544X001V,广西柳州市投资控股集团有限公司（柳州市沙塘工业园区污水处理厂）,污水处理及其再生利用,2022-09-05至2027-09-04,2022-09-05
河南省,信阳市,12411528MB0P164513001V,息县污水处理厂,污水处理及其再生利用,2022-06-26至2027-06-25,2022-06-26
广东省,深圳市,12440307MB2C73511M001V,深圳市龙岗区水务工程建设管理中心,污水处理及其再生利用,2024-03-08至2029-03-07,2024-03-08
河南省,濮阳市,hb410900600002394B001U,柳屯镇污水处理厂,污水处理及其再生利用,2023-02-22至2028-02-21,2023-02-22
河南省,濮阳市,9141092834950376X0001U,濮阳县香山家园污水处理有限公司,污水处理及其再生利用,2022-06-17至2027-06-16,2022-03-22
河南省,信阳市,12411528MB1H09459G002V,息县第三污水处理厂,污水处理及其再生利用,2022-12-02至2027-12-01,2022-12-02
山西省,晋中市,911401007671188726001Q,山西润科环境工程科技有限公司（岳壁尹回村污水处理站）,污水处理及其再生利用,2022-06-29至2027-06-28,2022-06-29
河南省,周口市,91411628MA44HR6N0P001U,鹿邑县尾毛产业园区污水处理工程,污水处理及其再生利用,2022-01-13至2027-01-12,2024-03-08
河南省,焦作市,12410801737427594Y001U,焦作高新技术产业开发区城市管理综合服务中心（黄河路小型污水处理站）,污水处理及其再生利用,2024-03-04至2029-03-03,2024-03-04
